#_psys_name,psys_pictureurl,st_name,st_mass,st_radius,st_efftemp,st_pictureurl,pl_name,pl_mass,pl_radius,pl_semimajor,pl_ecc,pl_orbper,pl_pictureurl
HD_97048_System,http://bit.ly/2Iz4jPB,HD_97048,4.77E+30,1565325,10000,http://bit.ly/336nzNZ,HD_97048_b,4.75E+27,0,1.94E+10,0,0,http://bit.ly/2Q2PngD
HD_218566_System,http://bit.ly/2Iz4jPB,HD_218566,1.51E+30,591345,4730,http://bit.ly/336nzNZ,HD_218566_b,3.80E+26,0,1.03E+08,0.3,225.7,http://bit.ly/2Q2PngD
K2-126_System,http://bit.ly/2Iz4jPB,K2-126,1.37E+30,452205,4339,http://bit.ly/336nzNZ,K2-126_b,0,12582.592,9813620.338,0,7.385655,http://bit.ly/2Q2PngD
Kepler-1319_System,http://bit.ly/2Iz4jPB,Kepler-1319,1.11E+30,375678,3655,http://bit.ly/336nzNZ,Kepler-1319_b,0,8579.04,0,0,2.88676265,http://bit.ly/2Q2PngD
HD_9174_System,http://bit.ly/2Iz4jPB,HD_9174,2.05E+30,1161819,5577,http://bit.ly/336nzNZ,HD_9174_b,2.11E+27,0,3.29E+08,0.12,1179,http://bit.ly/2Q2PngD
Kepler-1483_System,http://bit.ly/2Iz4jPB,Kepler-1483,2.49E+30,973980,6337,http://bit.ly/336nzNZ,Kepler-1483_b,0,9722.912,0,0,9.5085156,http://bit.ly/2Q2PngD
WASP-185_System,http://bit.ly/2Iz4jPB,WASP-185,2.23E+30,1043550,5900,http://bit.ly/336nzNZ,WASP-185_b,1.86E+27,89365,1.35E+07,0.24,9.38755,http://bit.ly/2Q2PngD
Kepler-917_System,http://bit.ly/2Iz4jPB,Kepler-917,1.59E+30,528732,5418,http://bit.ly/336nzNZ,Kepler-917_b,0,12153.64,0,0,2.97041437,http://bit.ly/2Q2PngD
Kepler-345_System,http://bit.ly/2Iz4jPB,Kepler-345,0,431334,4504,http://bit.ly/336nzNZ,Kepler-345_b,0,4718.472,9873459.486,0,7.415563,http://bit.ly/2Q2PngD
Kepler-345_System,http://bit.ly/2Iz4jPB,Kepler-345,0,431334,4504,http://bit.ly/336nzNZ,Kepler-345_c,0,7649.644,1.15E+07,0,9.387427,http://bit.ly/2Q2PngD
K2-32_System,http://bit.ly/2Iz4jPB,K2-32,1.71E+30,584388,0,http://bit.ly/336nzNZ,K2-32_b,0,31670.956,1.20E+07,0,8.991828,http://bit.ly/2Q2PngD
K2-32_System,http://bit.ly/2Iz4jPB,K2-32,1.71E+30,584388,0,http://bit.ly/336nzNZ,K2-32_c,0,17444.048,2.09E+07,0,20.66186,http://bit.ly/2Q2PngD
K2-32_System,http://bit.ly/2Iz4jPB,K2-32,1.71E+30,584388,0,http://bit.ly/336nzNZ,K2-32_d,0,20875.664,2.79E+07,0,31.7142,http://bit.ly/2Q2PngD
K2-32_System,http://bit.ly/2Iz4jPB,K2-32,1.71E+30,584388,0,http://bit.ly/336nzNZ,K2-32_e,0,6434.28,7406590.593,0,4.34882,http://bit.ly/2Q2PngD
Kepler-502_System,http://bit.ly/2Iz4jPB,Kepler-502,2.29E+30,848754,6125,http://bit.ly/336nzNZ,Kepler-502_b,0,30455.592,0,0,4.28686431,http://bit.ly/2Q2PngD
Kepler-983_System,http://bit.ly/2Iz4jPB,Kepler-983,2.25E+30,751356,6052,http://bit.ly/336nzNZ,Kepler-983_b,0,15084.812,0,0,60.0855082,http://bit.ly/2Q2PngD
PSR_J1719-1438_System,http://bit.ly/2Iz4jPB,PSR_J1719-1438,2.78E+30,27828,4500,http://bit.ly/336nzNZ,PSR_J1719-1438_b,2.28E+27,0,658230.6324,0.06,0.09070629,http://bit.ly/2Q2PngD
WASP-119_System,http://bit.ly/2Iz4jPB,WASP-119,2.03E+30,834840,5650,http://bit.ly/336nzNZ,WASP-119_b,2.33E+27,100088.8,5430402.717,0.058,2.49979,http://bit.ly/2Q2PngD
HD_103197_System,http://bit.ly/2Iz4jPB,HD_103197,1.59E+30,612216,5250,http://bit.ly/336nzNZ,HD_103197_b,1.71E+26,0,3.74E+07,0,47.84,http://bit.ly/2Q2PngD
HD_159868_System,http://bit.ly/2Iz4jPB,HD_159868,2.37E+30,1481841,5534,http://bit.ly/336nzNZ,HD_159868_b,4.21E+27,0,3.47E+08,0.024,1184.1,http://bit.ly/2Q2PngD
HD_159868_System,http://bit.ly/2Iz4jPB,HD_159868,2.37E+30,1481841,5534,http://bit.ly/336nzNZ,HD_159868_c,1.46E+27,0,1.54E+08,0.184,351,http://bit.ly/2Q2PngD
Kepler-110_System,http://bit.ly/2Iz4jPB,Kepler-110,0,800055,5960,http://bit.ly/336nzNZ,Kepler-110_b,0,11653.196,1.60E+07,0,12.691112,http://bit.ly/2Q2PngD
Kepler-110_System,http://bit.ly/2Iz4jPB,Kepler-110,0,800055,5960,http://bit.ly/336nzNZ,Kepler-110_c,0,14083.924,2.96E+07,0,31.719775,http://bit.ly/2Q2PngD
Kepler-546_System,http://bit.ly/2Iz4jPB,Kepler-546,2.21E+30,800055,5967,http://bit.ly/336nzNZ,Kepler-546_b,0,44611.008,0,0,4.14702026,http://bit.ly/2Q2PngD
WASP-61_System,http://bit.ly/2Iz4jPB,WASP-61,3.62E+30,1078335,6250,http://bit.ly/336nzNZ,WASP-61_b,5.09E+27,100803.72,0,0,3.8559,http://bit.ly/2Q2PngD
HD_113996_System,http://bit.ly/2Iz4jPB,HD_113996,2.96E+30,1.75E+07,4181,http://bit.ly/336nzNZ,HD_113996_b,1.20E+28,0,2.39E+08,0.28,610.2,http://bit.ly/2Q2PngD
Kepler-999_System,http://bit.ly/2Iz4jPB,Kepler-999,2.57E+30,1147905,6237,http://bit.ly/336nzNZ,Kepler-999_b,0,14941.828,0,0,5.99185702,http://bit.ly/2Q2PngD
MOA-2010-BLG-477L_System,http://bit.ly/2Iz4jPB,MOA-2010-BLG-477L,1.33E+30,0,5950,http://bit.ly/336nzNZ,MOA-2010-BLG-477L_b,2.85E+27,0,2.99E+08,0,0,http://bit.ly/2Q2PngD
HD_114762_System,http://bit.ly/2Iz4jPB,HD_114762,1.59E+30,834840,5869,http://bit.ly/336nzNZ,HD_114762_b,2.03E+28,0,5.39E+07,0.34,83.9151,http://bit.ly/2Q2PngD
Kepler-824_System,http://bit.ly/2Iz4jPB,Kepler-824,2.29E+30,848754,6035,http://bit.ly/336nzNZ,Kepler-824_b,0,11939.164,0,0,4.51436633,http://bit.ly/2Q2PngD
Kepler-639_System,http://bit.ly/2Iz4jPB,Kepler-639,2.27E+30,897453,5896,http://bit.ly/336nzNZ,Kepler-639_b,0,15156.304,0,0,10.21420496,http://bit.ly/2Q2PngD
OGLE-TR-056_System,http://bit.ly/2Iz4jPB,OGLE-TR-056,0,0,6050,http://bit.ly/336nzNZ,OGLE-TR-056_b,2.64E+27,97443.596,3564917.266,0,1.2119189,http://bit.ly/2Q2PngD
WASP-147_System,http://bit.ly/2Iz4jPB,WASP-147,2.07E+30,994851,5702,http://bit.ly/336nzNZ,WASP-147_b,5.22E+26,79713.58,8212923.118,0,4.60273,http://bit.ly/2Q2PngD
OGLE-2015-BLG-0954L_System,http://bit.ly/2Iz4jPB,OGLE-2015-BLG-0954L,5.97E+29,0,0,http://bit.ly/336nzNZ,OGLE-2015-BLG-0954L_b,6.45E+27,0,2.39E+08,0,0,http://bit.ly/2Q2PngD
Kepler-1140_System,http://bit.ly/2Iz4jPB,Kepler-1140,1.51E+30,507861,4850,http://bit.ly/336nzNZ,Kepler-1140_b,0,17658.524,0,0,24.0862707,http://bit.ly/2Q2PngD
HD_8326_System,http://bit.ly/2Iz4jPB,HD_8326,1.59E+30,0,4914,http://bit.ly/336nzNZ,HD_8326_b,3.98E+26,0,7.97E+07,0.2,158.991,http://bit.ly/2Q2PngD
K2-131_System,http://bit.ly/2Iz4jPB,K2-131,1.67E+30,521775,5245,http://bit.ly/336nzNZ,K2-131_b,0,10866.784,1421179.775,0,0.36931,http://bit.ly/2Q2PngD
Kepler-280_System,http://bit.ly/2Iz4jPB,Kepler-280,0,619173,5744,http://bit.ly/336nzNZ,Kepler-280_b,0,9222.468,4787131.872,0,2.139542,http://bit.ly/2Q2PngD
Kepler-280_System,http://bit.ly/2Iz4jPB,Kepler-280,0,619173,5744,http://bit.ly/336nzNZ,Kepler-280_c,0,12797.068,8377480.776,0,4.807091,http://bit.ly/2Q2PngD
Kepler-34_System,http://bit.ly/2Iz4jPB,Kepler-34,2.09E+30,807012,5913,http://bit.ly/336nzNZ,Kepler-34_b,4.18E+26,54619.888,1.63E+08,0.182,288.822,http://bit.ly/2Q2PngD
K2-4_System,http://bit.ly/2Iz4jPB,K2-4,1.27E+30,396549,4014.73,http://bit.ly/336nzNZ,K2-4_b,0,13369.004,1.17E+07,0.08,10.003417,http://bit.ly/2Q2PngD
Kepler-1025_System,http://bit.ly/2Iz4jPB,Kepler-1025,2.17E+30,786141,6089,http://bit.ly/336nzNZ,Kepler-1025_b,0,12654.084,0,0,37.3229493,http://bit.ly/2Q2PngD
Kepler-955_System,http://bit.ly/2Iz4jPB,Kepler-955,1.77E+30,584388,5350,http://bit.ly/336nzNZ,Kepler-955_b,0,19946.268,0,0,14.53244172,http://bit.ly/2Q2PngD
K2-175_System,http://bit.ly/2Iz4jPB,K2-175,2.17E+30,987894,5909,http://bit.ly/336nzNZ,K2-175_b,0,13011.544,0,0,9.525988,http://bit.ly/2Q2PngD
Kepler-868_System,http://bit.ly/2Iz4jPB,Kepler-868,1.85E+30,619173,5614,http://bit.ly/336nzNZ,Kepler-868_b,0,13083.036,0,0,5.03251791,http://bit.ly/2Q2PngD
Kepler-78_System,http://bit.ly/2Iz4jPB,Kepler-78,1.67E+30,521775,5089,http://bit.ly/336nzNZ,Kepler-78_b,1.90E+25,7149.2,0,0,0.35500744,http://bit.ly/2Q2PngD
Kepler-661_System,http://bit.ly/2Iz4jPB,Kepler-661,1.39E+30,466119,4483,http://bit.ly/336nzNZ,Kepler-661_b,0,19588.808,0,0,6.02930132,http://bit.ly/2Q2PngD
WASP-103_System,http://bit.ly/2Iz4jPB,WASP-103,2.43E+30,1001808,6110,http://bit.ly/336nzNZ,WASP-103_b,2.83E+27,109239.776,2969517.739,0,0.925542,http://bit.ly/2Q2PngD
GJ_86_System,http://bit.ly/2Iz4jPB,GJ_86,1.85E+30,535689,5182,http://bit.ly/336nzNZ,GJ_86_b,8.39E+27,0,1.65E+07,0.04,15.76491,http://bit.ly/2Q2PngD
HD_4313_System,http://bit.ly/2Iz4jPB,HD_4313,3.24E+30,3575898,4943,http://bit.ly/336nzNZ,HD_4313_b,3.66E+27,0,1.73E+08,0.147,356.21,http://bit.ly/2Q2PngD
HD_72490_System,http://bit.ly/2Iz4jPB,HD_72490,2.41E+30,3450672,4934,http://bit.ly/336nzNZ,HD_72490_b,3.36E+27,0,2.81E+08,0.124,858,http://bit.ly/2Q2PngD
Kepler-1069_System,http://bit.ly/2Iz4jPB,Kepler-1069,1.97E+30,681786,5722,http://bit.ly/336nzNZ,Kepler-1069_b,0,10223.356,0,0,23.8990296,http://bit.ly/2Q2PngD
Kepler-530_System,http://bit.ly/2Iz4jPB,Kepler-530,1.93E+30,619173,5697,http://bit.ly/336nzNZ,Kepler-530_b,0,19231.348,0,0,39.30941904,http://bit.ly/2Q2PngD
WASP-131_System,http://bit.ly/2Iz4jPB,WASP-131,2.11E+30,1064421,6030,http://bit.ly/336nzNZ,WASP-131_b,5.12E+26,87220.24,9080590.77,0,5.322023,http://bit.ly/2Q2PngD
WASP-36_System,http://bit.ly/2Iz4jPB,WASP-36,2.15E+30,681786,5959,http://bit.ly/336nzNZ,WASP-36_b,4.48E+27,94869.884,4004735.007,0,1.53736596,http://bit.ly/2Q2PngD
GJ_1132_System,http://bit.ly/2Iz4jPB,GJ_1132,3.58E+29,146097,3270,http://bit.ly/336nzNZ,GJ_1132_b,9.91E+24,0,2288847.426,0.22,1.628931,http://bit.ly/2Q2PngD
GJ_1132_System,http://bit.ly/2Iz4jPB,GJ_1132,3.58E+29,146097,3270,http://bit.ly/336nzNZ,GJ_1132_c,1.58E+25,0,7120858.66,0.27,8.929,http://bit.ly/2Q2PngD
Kepler-1560_System,http://bit.ly/2Iz4jPB,Kepler-1560,2.03E+30,709614,5815,http://bit.ly/336nzNZ,Kepler-1560_b,0,5647.868,0,0,3.03195744,http://bit.ly/2Q2PngD
HD_33142_System,http://bit.ly/2Iz4jPB,HD_33142,2.80E+30,3095865,4978,http://bit.ly/336nzNZ,HD_33142_b,2.63E+27,0,1.60E+08,0.066,326,http://bit.ly/2Q2PngD
HD_33142_System,http://bit.ly/2Iz4jPB,HD_33142,2.80E+30,3095865,4978,http://bit.ly/336nzNZ,HD_33142_c,1.13E+28,0,0,0.05,834,http://bit.ly/2Q2PngD
Kepler-422_System,http://bit.ly/2Iz4jPB,Kepler-422,2.29E+30,862668,5972,http://bit.ly/336nzNZ,Kepler-422_b,8.16E+26,82215.8,1.23E+07,0,7.8914483,http://bit.ly/2Q2PngD
GJ_422_System,http://bit.ly/2Iz4jPB,GJ_422,6.96E+29,0,0,http://bit.ly/336nzNZ,GJ_422_b,6.61E+25,0,1.66E+07,0.11,20.129,http://bit.ly/2Q2PngD
Kepler-559_System,http://bit.ly/2Iz4jPB,Kepler-559,1.91E+30,660915,5630,http://bit.ly/336nzNZ,Kepler-559_b,0,23020.424,0,0,17.58752333,http://bit.ly/2Q2PngD
HD_60532_System,http://bit.ly/2Iz4jPB,HD_60532,2.98E+30,1787949,6245,http://bit.ly/336nzNZ,HD_60532_b,2.01E+27,0,1.15E+08,0.26,201.9,http://bit.ly/2Q2PngD
HD_60532_System,http://bit.ly/2Iz4jPB,HD_60532,2.98E+30,1787949,6245,http://bit.ly/336nzNZ,HD_60532_c,4.76E+27,0,2.39E+08,0.03,600.1,http://bit.ly/2Q2PngD
Kepler-1115_System,http://bit.ly/2Iz4jPB,Kepler-1115,3.18E+30,1203561,8480,http://bit.ly/336nzNZ,Kepler-1115_b,0,10866.784,0,0,23.5540725,http://bit.ly/2Q2PngD
Kepler-1094_System,http://bit.ly/2Iz4jPB,Kepler-1094,2.27E+30,841797,6112,http://bit.ly/336nzNZ,Kepler-1094_b,0,20303.728,0,0,78.1000231,http://bit.ly/2Q2PngD
WASP-160_B_System,http://bit.ly/2Iz4jPB,WASP-160_B,1.73E+30,605259,5298,http://bit.ly/336nzNZ,WASP-160_B_b,5.28E+26,77926.28,6761823.769,0,3.7684952,http://bit.ly/2Q2PngD
WASP-172_System,http://bit.ly/2Iz4jPB,WASP-172,2.96E+30,1328787,6900,http://bit.ly/336nzNZ,WASP-172_b,8.92E+26,112242.44,1.04E+07,0,5.477433,http://bit.ly/2Q2PngD
EPIC_201238110_System,http://bit.ly/2Iz4jPB,EPIC_201238110,8.15E+29,0,0,http://bit.ly/336nzNZ,EPIC_201238110_b,0,11939.164,0,0,28.1656,http://bit.ly/2Q2PngD
Kepler-463_System,http://bit.ly/2Iz4jPB,Kepler-463,1.73E+30,626130,5661,http://bit.ly/336nzNZ,Kepler-463_b,0,19445.824,0,0,8.98101683,http://bit.ly/2Q2PngD
HAT-P-34_System,http://bit.ly/2Iz4jPB,HAT-P-34,8.47E+30,1203561,6442,http://bit.ly/336nzNZ,HAT-P-34_b,1.33E+28,96514.2,0,0.44,5.45265,http://bit.ly/2Q2PngD
Kepler-1156_System,http://bit.ly/2Iz4jPB,Kepler-1156,1.99E+30,695700,5778,http://bit.ly/336nzNZ,Kepler-1156_b,0,8436.056,0,0,11.89520511,http://bit.ly/2Q2PngD
HD_37124_System,http://bit.ly/2Iz4jPB,HD_37124,1.69E+30,0,0,http://bit.ly/336nzNZ,HD_37124_b,1.28E+27,0,7.98E+07,0.054,154.378,http://bit.ly/2Q2PngD
HD_37124_System,http://bit.ly/2Iz4jPB,HD_37124,1.69E+30,0,0,http://bit.ly/336nzNZ,HD_37124_c,1.24E+27,0,2.56E+08,0.125,885.5,http://bit.ly/2Q2PngD
HD_37124_System,http://bit.ly/2Iz4jPB,HD_37124,1.69E+30,0,0,http://bit.ly/336nzNZ,HD_37124_d,1.32E+27,0,4.20E+08,0.16,1862,http://bit.ly/2Q2PngD
Kepler-1622_System,http://bit.ly/2Iz4jPB,Kepler-1622,2.61E+30,1043550,6436,http://bit.ly/336nzNZ,Kepler-1622_b,0,9365.452,0,0,10.8118737,http://bit.ly/2Q2PngD
TOI-270_System,http://bit.ly/2Iz4jPB,TOI-270,7.96E+29,264366,3386,http://bit.ly/336nzNZ,TOI-270_b,0,7935.612,4577694.853,0,3.36008,http://bit.ly/2Q2PngD
TOI-270_System,http://bit.ly/2Iz4jPB,TOI-270,7.96E+29,264366,3386,http://bit.ly/336nzNZ,TOI-270_c,0,15442.272,7061019.511,0,5.660172,http://bit.ly/2Q2PngD
TOI-270_System,http://bit.ly/2Iz4jPB,TOI-270,7.96E+29,264366,3386,http://bit.ly/336nzNZ,TOI-270_d,0,13583.48,1.10E+07,0,11.38014,http://bit.ly/2Q2PngD
omi_CrB_System,http://bit.ly/2Iz4jPB,omi_CrB,4.24E+30,7304850,4749,http://bit.ly/336nzNZ,omi_CrB_b,2.85E+27,0,1.24E+08,0.191,187.83,http://bit.ly/2Q2PngD
K2-50_System,http://bit.ly/2Iz4jPB,K2-50,1.21E+30,0,0,http://bit.ly/336nzNZ,EPIC_201833600_c,0,6362.788,0,0,3.96151,http://bit.ly/2Q2PngD
K2-50_System,http://bit.ly/2Iz4jPB,K2-50,1.21E+30,0,0,http://bit.ly/336nzNZ,K2-50_b,0,10151.864,1.05E+07,0,8.7529,http://bit.ly/2Q2PngD
Kepler-327_System,http://bit.ly/2Iz4jPB,Kepler-327,0,340893,3799,http://bit.ly/336nzNZ,Kepler-327_b,0,7077.708,4338338.259,0,2.549575,http://bit.ly/2Q2PngD
Kepler-327_System,http://bit.ly/2Iz4jPB,Kepler-327,0,340893,3799,http://bit.ly/336nzNZ,Kepler-327_c,0,6577.264,7031099.937,0,5.212333,http://bit.ly/2Q2PngD
Kepler-327_System,http://bit.ly/2Iz4jPB,Kepler-327,0,340893,3799,http://bit.ly/336nzNZ,Kepler-327_d,0,11009.768,1.35E+07,0,13.969457,http://bit.ly/2Q2PngD
Kepler-970_System,http://bit.ly/2Iz4jPB,Kepler-970,1.39E+30,466119,4511,http://bit.ly/336nzNZ,Kepler-970_b,0,17658.524,0,0,16.73652231,http://bit.ly/2Q2PngD
Kepler-1347_System,http://bit.ly/2Iz4jPB,Kepler-1347,1.63E+30,549603,5193,http://bit.ly/336nzNZ,Kepler-1347_b,0,6577.264,0,0,14.00947528,http://bit.ly/2Q2PngD
Kepler-68_System,http://bit.ly/2Iz4jPB,Kepler-68,2.15E+30,862668,5793,http://bit.ly/336nzNZ,Kepler-68_b,4.57E+25,0,0,0,5.3988,http://bit.ly/2Q2PngD
Kepler-68_System,http://bit.ly/2Iz4jPB,Kepler-68,2.15E+30,862668,5793,http://bit.ly/336nzNZ,Kepler-68_c,1.22E+25,0,0,0,9.6051,http://bit.ly/2Q2PngD
Kepler-68_System,http://bit.ly/2Iz4jPB,Kepler-68,2.15E+30,862668,5793,http://bit.ly/336nzNZ,Kepler-68_d,1.46E+27,0,0,0.112,634.6,http://bit.ly/2Q2PngD
HD_125390_System,http://bit.ly/2Iz4jPB,HD_125390,2.70E+30,4501179,4850,http://bit.ly/336nzNZ,HD_125390_b,4.21E+28,0,4.73E+08,0.591,1756.2,http://bit.ly/2Q2PngD
2MASS_J02192210-3925225_System,http://bit.ly/2Iz4jPB,2MASS_J02192210-3925225,2.19E+29,194796,3064,http://bit.ly/336nzNZ,2MASS_J02192210-3925225_b,2.64E+28,102948.48,2.33E+10,0,0,http://bit.ly/2Q2PngD
Kepler-834_System,http://bit.ly/2Iz4jPB,Kepler-834,1.39E+30,459162,4554,http://bit.ly/336nzNZ,Kepler-834_b,0,12868.56,0,0,13.32388301,http://bit.ly/2Q2PngD
HD_221287_System,http://bit.ly/2Iz4jPB,HD_221287,2.49E+30,0,6304,http://bit.ly/336nzNZ,HD_221287_b,5.86E+27,0,1.87E+08,0.08,456.1,http://bit.ly/2Q2PngD
HD_45350_System,http://bit.ly/2Iz4jPB,HD_45350,2.03E+30,0,5616,http://bit.ly/336nzNZ,HD_45350_b,3.40E+27,0,2.87E+08,0.778,963.6,http://bit.ly/2Q2PngD
Kepler-1053_System,http://bit.ly/2Iz4jPB,Kepler-1053,1.47E+30,480033,4529,http://bit.ly/336nzNZ,Kepler-1053_b,0,6219.804,0,0,2.41435165,http://bit.ly/2Q2PngD
Kepler-188_System,http://bit.ly/2Iz4jPB,Kepler-188,0,793098,6021,http://bit.ly/336nzNZ,Kepler-188_b,0,10723.8,4787131.872,0,2.061897,http://bit.ly/2Q2PngD
Kepler-188_System,http://bit.ly/2Iz4jPB,Kepler-188,0,793098,6021,http://bit.ly/336nzNZ,Kepler-188_c,0,20375.22,9873459.486,0,5.996553,http://bit.ly/2Q2PngD
OGLE-2016-BLG-1190L_System,http://bit.ly/2Iz4jPB,OGLE-2016-BLG-1190L,1.75E+30,0,0,http://bit.ly/336nzNZ,OGLE-2016-BLG-1190L_b,2.54E+28,0,3.25E+08,0,1224,http://bit.ly/2Q2PngD
HATS-22_System,http://bit.ly/2Iz4jPB,HATS-22,1.51E+30,480033,4803,http://bit.ly/336nzNZ,HATS-22_b,5.20E+27,68131.876,7517293.018,0.079,4.7228124,http://bit.ly/2Q2PngD
K2-224_System,http://bit.ly/2Iz4jPB,K2-224,1.81E+30,584388,5620,http://bit.ly/336nzNZ,K2-224_b,0,9937.388,7719250.144,0,4.47904,http://bit.ly/2Q2PngD
K2-224_System,http://bit.ly/2Iz4jPB,K2-224,1.81E+30,584388,5620,http://bit.ly/336nzNZ,K2-224_c,0,15370.78,1.33E+07,0,10.09489,http://bit.ly/2Q2PngD
HD_2039_System,http://bit.ly/2Iz4jPB,HD_2039,2.45E+30,827883,5945,http://bit.ly/336nzNZ,HD_2039_b,1.19E+28,0,3.29E+08,0.71,1120,http://bit.ly/2Q2PngD
Kepler-209_System,http://bit.ly/2Iz4jPB,Kepler-209,0,653958,5513,http://bit.ly/336nzNZ,Kepler-209_b,0,14441.384,1.83E+07,0,16.087845,http://bit.ly/2Q2PngD
Kepler-209_System,http://bit.ly/2Iz4jPB,Kepler-209,0,653958,5513,http://bit.ly/336nzNZ,Kepler-209_c,0,19803.284,3.46E+07,0,41.749882,http://bit.ly/2Q2PngD
Kepler-265_System,http://bit.ly/2Iz4jPB,Kepler-265,0,765270,5835,http://bit.ly/336nzNZ,Kepler-265_b,0,11867.672,1.03E+07,0,6.846262,http://bit.ly/2Q2PngD
Kepler-265_System,http://bit.ly/2Iz4jPB,Kepler-265,0,765270,5835,http://bit.ly/336nzNZ,Kepler-265_c,0,16800.62,1.90E+07,0,17.028937,http://bit.ly/2Q2PngD
Kepler-265_System,http://bit.ly/2Iz4jPB,Kepler-265,0,765270,5835,http://bit.ly/336nzNZ,Kepler-265_d,0,15871.224,3.53E+07,0,43.130617,http://bit.ly/2Q2PngD
Kepler-265_System,http://bit.ly/2Iz4jPB,Kepler-265,0,765270,5835,http://bit.ly/336nzNZ,Kepler-265_e,0,16514.652,4.77E+07,0,67.831024,http://bit.ly/2Q2PngD
CT_Cha_System,http://bit.ly/2Iz4jPB,CT_Cha,0,0,0,http://bit.ly/336nzNZ,CT_Cha_b,3.23E+28,157282.4,6.58E+10,0,0,http://bit.ly/2Q2PngD
Kepler-1251_System,http://bit.ly/2Iz4jPB,Kepler-1251,1.83E+30,619173,5545,http://bit.ly/336nzNZ,Kepler-1251_b,0,11724.688,0,0,45.0904643,http://bit.ly/2Q2PngD
Kepler-772_System,http://bit.ly/2Iz4jPB,Kepler-772,1.95E+30,772227,5714,http://bit.ly/336nzNZ,Kepler-772_b,0,11581.704,0,0,12.99207337,http://bit.ly/2Q2PngD
Kepler-757_System,http://bit.ly/2Iz4jPB,Kepler-757,2.15E+30,786141,6014,http://bit.ly/336nzNZ,Kepler-757_b,0,8650.532,0,0,1.02267882,http://bit.ly/2Q2PngD
HIP_79431_System,http://bit.ly/2Iz4jPB,HIP_79431,8.35E+29,375678,3368,http://bit.ly/336nzNZ,HIP_79431_b,3.99E+27,0,5.39E+07,0.29,111.7,http://bit.ly/2Q2PngD
K2-129_System,http://bit.ly/2Iz4jPB,K2-129,7.16E+29,250452,3459.09,http://bit.ly/336nzNZ,K2-129_b,0,6648.756,8527078.647,0.13,8.239493,http://bit.ly/2Q2PngD
Kepler-1313_System,http://bit.ly/2Iz4jPB,Kepler-1313,1.83E+30,591345,5453,http://bit.ly/336nzNZ,Kepler-1313_b,0,11224.244,0,0,3.83309118,http://bit.ly/2Q2PngD
Kepler-1465_System,http://bit.ly/2Iz4jPB,Kepler-1465,1.49E+30,493947,4726,http://bit.ly/336nzNZ,Kepler-1465_b,0,11295.736,0,0,31.8277111,http://bit.ly/2Q2PngD
Kepler-1292_System,http://bit.ly/2Iz4jPB,Kepler-1292,1.89E+30,647001,5556,http://bit.ly/336nzNZ,Kepler-1292_b,0,11581.704,0,0,3.27646405,http://bit.ly/2Q2PngD
CoRoT-9_System,http://bit.ly/2Iz4jPB,CoRoT-9,1.91E+30,667872,5625,http://bit.ly/336nzNZ,CoRoT-9_b,1.59E+27,76210.472,6.02E+07,0.133,95.272656,http://bit.ly/2Q2PngD
HD_164595_System,http://bit.ly/2Iz4jPB,HD_164595,1.97E+30,0,5790,http://bit.ly/336nzNZ,HD_164595_b,9.64E+25,0,3.44E+07,0.088,40,http://bit.ly/2Q2PngD
Kepler-1038_System,http://bit.ly/2Iz4jPB,Kepler-1038,1.73E+30,577431,5335,http://bit.ly/336nzNZ,Kepler-1038_b,0,22519.98,0,0,148.4603382,http://bit.ly/2Q2PngD
K2-91_System,http://bit.ly/2Iz4jPB,K2-91,5.77E+29,194796,3622,http://bit.ly/336nzNZ,K2-91_b,0,7006.216,2453405.084,0,1.419549,http://bit.ly/2Q2PngD
HD_158038_System,http://bit.ly/2Iz4jPB,HD_158038,2.59E+30,3130650,4860,http://bit.ly/336nzNZ,HD_158038_b,2.90E+27,0,2.24E+08,0.29,521,http://bit.ly/2Q2PngD
HATS-40_System,http://bit.ly/2Iz4jPB,HATS-40,3.10E+30,1572282,6460,http://bit.ly/336nzNZ,HATS-40_b,3.02E+27,112957.36,7475405.614,0.312,3.2642736,http://bit.ly/2Q2PngD
HD_200964_System,http://bit.ly/2Iz4jPB,HD_200964,2.76E+30,3422844,4982,http://bit.ly/336nzNZ,HD_200964_b,3.03E+27,0,2.34E+08,0.087,606.3,http://bit.ly/2Q2PngD
HD_200964_System,http://bit.ly/2Iz4jPB,HD_200964,2.76E+30,3422844,4982,http://bit.ly/336nzNZ,HD_200964_c,2.30E+27,0,2.93E+08,0.243,852.5,http://bit.ly/2Q2PngD
K2-209_System,http://bit.ly/2Iz4jPB,K2-209,1.47E+30,493947,4720,http://bit.ly/336nzNZ,K2-209_b,0,5504.884,0,0,2.080615,http://bit.ly/2Q2PngD
YZ_Cet_System,http://bit.ly/2Iz4jPB,YZ_Cet,2.59E+29,118269,3056,http://bit.ly/336nzNZ,YZ_Cet_b,4.48E+24,0,2329238.851,0,1.96876,http://bit.ly/2Q2PngD
YZ_Cet_System,http://bit.ly/2Iz4jPB,YZ_Cet,2.59E+29,118269,3056,http://bit.ly/336nzNZ,YZ_Cet_c,5.85E+24,0,3126595.504,0.04,3.06008,http://bit.ly/2Q2PngD
YZ_Cet_System,http://bit.ly/2Iz4jPB,YZ_Cet,2.59E+29,118269,3056,http://bit.ly/336nzNZ,YZ_Cet_d,6.81E+24,0,4134885.154,0.129,4.65627,http://bit.ly/2Q2PngD
