#_psys_name,psys_pictureurl,st_name,st_mass,st_radius,st_efftemp,st_pictureurl,pl_name,pl_mass,pl_radius,pl_semimajor,pl_ecc,pl_orbper,pl_pictureurl
Kepler-273_System,http://bit.ly/2Iz4jPB,Kepler-273,0,563517,5626,http://bit.ly/336nzNZ,Kepler-273_c,0,12654.084,1.09E+07,0,8.014927,http://bit.ly/2Q2PngD
WASP-175_System,http://bit.ly/2Iz4jPB,WASP-175,2.41E+30,834840,6229,http://bit.ly/336nzNZ,WASP-175_b,1.88E+27,86362.336,6586794.26,0,3.0652907,http://bit.ly/2Q2PngD
Kepler-597_System,http://bit.ly/2Iz4jPB,Kepler-597,1.93E+30,660915,5683,http://bit.ly/336nzNZ,Kepler-597_b,0,15084.812,0,0,13.02365861,http://bit.ly/2Q2PngD
K2-273_System,http://bit.ly/2Iz4jPB,K2-273,1.79E+30,584388,5200,http://bit.ly/336nzNZ,K2-273_b,0,28167.848,1.46E+07,0,11.716332,http://bit.ly/2Q2PngD
Kepler-1015_System,http://bit.ly/2Iz4jPB,Kepler-1015,2.96E+30,1259217,6769,http://bit.ly/336nzNZ,Kepler-1015_b,0,22662.964,0,0,16.00494214,http://bit.ly/2Q2PngD
K2-27_System,http://bit.ly/2Iz4jPB,K2-27,1.73E+30,619173,5248,http://bit.ly/336nzNZ,K2-27_b,1.85E+26,28596.8,1.00E+07,0.251,6.771315,http://bit.ly/2Q2PngD
Kepler-605_System,http://bit.ly/2Iz4jPB,Kepler-605,1.81E+30,612216,5462,http://bit.ly/336nzNZ,Kepler-605_b,0,9150.976,0,0,3.38353807,http://bit.ly/2Q2PngD
Kepler-605_System,http://bit.ly/2Iz4jPB,Kepler-605,1.81E+30,612216,5462,http://bit.ly/336nzNZ,Kepler-605_c,0,5504.884,0,0,2.35895152,http://bit.ly/2Q2PngD
Kepler-1653_System,http://bit.ly/2Iz4jPB,Kepler-1653,1.43E+30,480033,4807,http://bit.ly/336nzNZ,Kepler-1653_b,0,13869.448,7.04E+07,0,140.2524,http://bit.ly/2Q2PngD
NGC_2682_YBP_401_System,http://bit.ly/2Iz4jPB,NGC_2682_YBP_401,2.27E+30,0,6165,http://bit.ly/336nzNZ,NGC_2682_YBP_401_b,8.73E+26,0,0,0.15,4.087,http://bit.ly/2Q2PngD
HD_99109_System,http://bit.ly/2Iz4jPB,HD_99109,1.51E+30,681786,5282,http://bit.ly/336nzNZ,HD_99109_b,8.35E+26,0,1.66E+08,0.09,439.29999,http://bit.ly/2Q2PngD
Kepler-520_System,http://bit.ly/2Iz4jPB,Kepler-520,2.19E+30,758313,6112,http://bit.ly/336nzNZ,Kepler-520_b,0,10580.816,0,0,19.67416124,http://bit.ly/2Q2PngD
Kepler-520_System,http://bit.ly/2Iz4jPB,Kepler-520,2.19E+30,758313,6112,http://bit.ly/336nzNZ,Kepler-520_c,0,6791.74,0,0,5.21104261,http://bit.ly/2Q2PngD
Kepler-1249_System,http://bit.ly/2Iz4jPB,Kepler-1249,2.37E+30,890496,6202,http://bit.ly/336nzNZ,Kepler-1249_b,0,15156.304,0,0,24.3347127,http://bit.ly/2Q2PngD
HD_109749_System,http://bit.ly/2Iz4jPB,HD_109749,2.25E+30,848754,5824,http://bit.ly/336nzNZ,HD_109749_b,5.12E+26,0,9200269.067,0,5.239891,http://bit.ly/2Q2PngD
HD_106252_System,http://bit.ly/2Iz4jPB,HD_106252,2.01E+30,765270,5874,http://bit.ly/336nzNZ,HD_106252_b,1.32E+28,0,3.90E+08,0.48,1531,http://bit.ly/2Q2PngD
Kepler-1400_System,http://bit.ly/2Iz4jPB,Kepler-1400,1.65E+30,542646,5044,http://bit.ly/336nzNZ,Kepler-1400_b,0,10366.34,0,0,9.06689421,http://bit.ly/2Q2PngD
HIP_109384_System,http://bit.ly/2Iz4jPB,HIP_109384,1.55E+30,0,5180,http://bit.ly/336nzNZ,HIP_109384_b,2.96E+27,0,1.70E+08,0.549,499.48,http://bit.ly/2Q2PngD
Kepler-1537_System,http://bit.ly/2Iz4jPB,Kepler-1537,1.61E+30,535689,5079,http://bit.ly/336nzNZ,Kepler-1537_b,0,7506.66,0,0,1.4444538,http://bit.ly/2Q2PngD
Kepler-1086_System,http://bit.ly/2Iz4jPB,Kepler-1086,1.39E+30,459162,4350,http://bit.ly/336nzNZ,Kepler-1086_b,0,15585.256,0,0,18.78425728,http://bit.ly/2Q2PngD
Kepler-1086_System,http://bit.ly/2Iz4jPB,Kepler-1086,1.39E+30,459162,4350,http://bit.ly/336nzNZ,Kepler-1086_c,0,18730.904,0,0,161.5163345,http://bit.ly/2Q2PngD
Kepler-399_System,http://bit.ly/2Iz4jPB,Kepler-399,0,473076,5502,http://bit.ly/336nzNZ,Kepler-399_b,0,6148.312,1.54E+07,0,14.425281,http://bit.ly/2Q2PngD
Kepler-399_System,http://bit.ly/2Iz4jPB,Kepler-399,0,473076,5502,http://bit.ly/336nzNZ,Kepler-399_c,0,9150.976,2.32E+07,0,26.67569,http://bit.ly/2Q2PngD
Kepler-399_System,http://bit.ly/2Iz4jPB,Kepler-399,0,473076,5502,http://bit.ly/336nzNZ,Kepler-399_d,0,12082.148,3.90E+07,0,58.034616,http://bit.ly/2Q2PngD
HD_33283_System,http://bit.ly/2Iz4jPB,HD_33283,2.74E+30,1370529,5935,http://bit.ly/336nzNZ,HD_33283_b,6.24E+26,0,2.26E+07,0.399,18.1991,http://bit.ly/2Q2PngD
WASP-164_System,http://bit.ly/2Iz4jPB,WASP-164,1.89E+30,647001,5806,http://bit.ly/336nzNZ,WASP-164_b,4.04E+27,80642.976,4215668.005,0,1.7771255,http://bit.ly/2Q2PngD
Kepler-116_System,http://bit.ly/2Iz4jPB,Kepler-116,0,1008765,6142,http://bit.ly/336nzNZ,Kepler-116_b,0,21805.06,1.03E+07,0,5.968734,http://bit.ly/2Q2PngD
Kepler-116_System,http://bit.ly/2Iz4jPB,Kepler-116,0,1008765,6142,http://bit.ly/336nzNZ,Kepler-116_c,0,14655.86,1.74E+07,0,13.07163,http://bit.ly/2Q2PngD
Kepler-885_System,http://bit.ly/2Iz4jPB,Kepler-885,2.41E+30,939195,6187,http://bit.ly/336nzNZ,Kepler-885_b,0,15942.716,0,0,18.11472949,http://bit.ly/2Q2PngD
Kepler-803_System,http://bit.ly/2Iz4jPB,Kepler-803,2.09E+30,779184,5919,http://bit.ly/336nzNZ,Kepler-803_b,0,24164.296,0,0,50.28638192,http://bit.ly/2Q2PngD
ome_Ser_System,http://bit.ly/2Iz4jPB,ome_Ser,4.32E+30,8557110,4770,http://bit.ly/336nzNZ,ome_Ser_b,3.23E+27,0,1.65E+08,0.106,277.02,http://bit.ly/2Q2PngD
HD_5608_System,http://bit.ly/2Iz4jPB,HD_5608,3.04E+30,3575898,4877,http://bit.ly/336nzNZ,HD_5608_b,3.19E+27,0,2.86E+08,0.056,779.9,http://bit.ly/2Q2PngD
Kepler-1597_System,http://bit.ly/2Iz4jPB,Kepler-1597,2.49E+30,967023,6377,http://bit.ly/336nzNZ,Kepler-1597_b,0,6791.74,0,0,2.94654179,http://bit.ly/2Q2PngD
Kepler-754_System,http://bit.ly/2Iz4jPB,Kepler-754,2.11E+30,751356,5935,http://bit.ly/336nzNZ,Kepler-754_b,0,12797.068,0,0,14.5596237,http://bit.ly/2Q2PngD
Kepler-616_System,http://bit.ly/2Iz4jPB,Kepler-616,1.95E+30,674829,5753,http://bit.ly/336nzNZ,Kepler-616_b,0,15513.764,0,0,9.99761851,http://bit.ly/2Q2PngD
Kepler-616_System,http://bit.ly/2Iz4jPB,Kepler-616,1.95E+30,674829,5753,http://bit.ly/336nzNZ,Kepler-616_c,0,21733.568,0,0,90.4113556,http://bit.ly/2Q2PngD
HD_75289_System,http://bit.ly/2Iz4jPB,HD_75289,2.57E+30,855711,6117,http://bit.ly/336nzNZ,HD_75289_b,9.30E+26,0,7479893.55,0.03,3.50927,http://bit.ly/2Q2PngD
Kepler-1194_System,http://bit.ly/2Iz4jPB,Kepler-1194,1.87E+30,640044,5590,http://bit.ly/336nzNZ,Kepler-1194_b,0,9651.42,0,0,16.22371307,http://bit.ly/2Q2PngD
GJ_3942_System,http://bit.ly/2Iz4jPB,GJ_3942,1.25E+30,424377,3867,http://bit.ly/336nzNZ,GJ_3942_b,4.26E+25,0,9095550.557,0.121,6.905,http://bit.ly/2Q2PngD
Kepler-1309_System,http://bit.ly/2Iz4jPB,Kepler-1309,1.69E+30,556560,5235,http://bit.ly/336nzNZ,Kepler-1309_b,0,15084.812,0,0,28.8432647,http://bit.ly/2Q2PngD
Kepler-322_System,http://bit.ly/2Iz4jPB,Kepler-322,0,619173,5388,http://bit.ly/336nzNZ,Kepler-322_b,0,6434.28,4039142.517,0,1.653888,http://bit.ly/2Q2PngD
Kepler-322_System,http://bit.ly/2Iz4jPB,Kepler-322,0,619173,5388,http://bit.ly/336nzNZ,Kepler-322_c,0,10652.308,7629491.421,0,4.337234,http://bit.ly/2Q2PngD
Kepler-1488_System,http://bit.ly/2Iz4jPB,Kepler-1488,2.09E+30,911367,5820,http://bit.ly/336nzNZ,Kepler-1488_b,0,11867.672,0,0,39.8189932,http://bit.ly/2Q2PngD
Kepler-471_System,http://bit.ly/2Iz4jPB,Kepler-471,2.96E+30,1252260,6733,http://bit.ly/336nzNZ,Kepler-471_b,0,95441.82,0,0,5.01423457,http://bit.ly/2Q2PngD
HATS-66_System,http://bit.ly/2Iz4jPB,HATS-66,2.80E+30,1280088,6626,http://bit.ly/336nzNZ,HATS-66_b,1.01E+28,100875.212,7052043.639,0.064,3.1414391,http://bit.ly/2Q2PngD
Kepler-960_System,http://bit.ly/2Iz4jPB,Kepler-960,1.53E+30,500904,4755,http://bit.ly/336nzNZ,Kepler-960_b,0,14584.368,0,0,3.12686223,http://bit.ly/2Q2PngD
70_Vir_System,http://bit.ly/2Iz4jPB,70_Vir,2.17E+30,1314873,5495,http://bit.ly/336nzNZ,70_Vir_b,1.41E+28,0,7.20E+07,0.3988,116.688,http://bit.ly/2Q2PngD
2MASS_J19383260+4603591_System,http://bit.ly/2Iz4jPB,2MASS_J19383260+4603591,9.55E+29,0,0,http://bit.ly/336nzNZ,2MASS_J19383260+4603591_b,3.61E+27,0,1.38E+08,0,416,http://bit.ly/2Q2PngD
Kepler-213_System,http://bit.ly/2Iz4jPB,Kepler-213,0,834840,5696,http://bit.ly/336nzNZ,Kepler-213_b,0,10366.34,5385523.356,0,2.46236,http://bit.ly/2Q2PngD
Kepler-213_System,http://bit.ly/2Iz4jPB,Kepler-213,0,834840,5696,http://bit.ly/336nzNZ,Kepler-213_c,0,14941.828,8527078.647,0,4.822962,http://bit.ly/2Q2PngD
RR_Cae_System,http://bit.ly/2Iz4jPB,RR_Cae,8.75E+29,0,0,http://bit.ly/336nzNZ,RR_Cae_b,7.97E+27,0,7.93E+08,0,4343.5,http://bit.ly/2Q2PngD
OGLE-2013-BLG-0341L_B_System,http://bit.ly/2Iz4jPB,OGLE-2013-BLG-0341L_B,2.98E+29,0,0,http://bit.ly/336nzNZ,OGLE-2013-BLG-0341L_B_b,1.39E+25,0,1.32E+08,0,0,http://bit.ly/2Q2PngD
Kepler-852_System,http://bit.ly/2Iz4jPB,Kepler-852,2.37E+30,807012,6100,http://bit.ly/336nzNZ,Kepler-852_b,0,16228.684,0,0,44.9309804,http://bit.ly/2Q2PngD
HD_43691_System,http://bit.ly/2Iz4jPB,HD_43691,2.63E+30,1113120,6093,http://bit.ly/336nzNZ,HD_43691_b,4.84E+27,0,3.56E+07,0.0796,36.9987,http://bit.ly/2Q2PngD
WD_0806-661_System,http://bit.ly/2Iz4jPB,WD_0806-661,1.23E+30,0,0,http://bit.ly/336nzNZ,WD_0806-661_b,1.42E+28,0,3.74E+11,0,0,http://bit.ly/2Q2PngD
Kepler-721_System,http://bit.ly/2Iz4jPB,Kepler-721,1.63E+30,542646,5075,http://bit.ly/336nzNZ,Kepler-721_b,0,16872.112,0,0,5.39202539,http://bit.ly/2Q2PngD
Kepler-1504_System,http://bit.ly/2Iz4jPB,Kepler-1504,1.69E+30,563517,5393,http://bit.ly/336nzNZ,Kepler-1504_b,0,13583.48,0,0,82.304003,http://bit.ly/2Q2PngD
Kepler-896_System,http://bit.ly/2Iz4jPB,Kepler-896,1.67E+30,563517,5262,http://bit.ly/336nzNZ,Kepler-896_b,0,16157.192,0,0,144.547396,http://bit.ly/2Q2PngD
Kepler-911_System,http://bit.ly/2Iz4jPB,Kepler-911,2.67E+30,1384443,6112,http://bit.ly/336nzNZ,Kepler-911_b,0,16586.144,0,0,20.310501,http://bit.ly/2Q2PngD
DH_Tau_System,http://bit.ly/2Iz4jPB,DH_Tau,6.56E+29,187839,0,http://bit.ly/336nzNZ,DH_Tau_b,2.09E+28,0,4.94E+10,0,0,http://bit.ly/2Q2PngD
Kepler-765_System,http://bit.ly/2Iz4jPB,Kepler-765,2.09E+30,737442,5901,http://bit.ly/336nzNZ,Kepler-765_b,0,15513.764,0,0,27.6655226,http://bit.ly/2Q2PngD
gam_Lib_System,http://bit.ly/2Iz4jPB,gam_Lib,2.92E+30,7722270,4822,http://bit.ly/336nzNZ,gam_Lib_b,1.94E+27,0,1.86E+08,0.21,415.2,http://bit.ly/2Q2PngD
gam_Lib_System,http://bit.ly/2Iz4jPB,gam_Lib,2.92E+30,7722270,4822,http://bit.ly/336nzNZ,gam_Lib_c,8.69E+27,0,3.25E+08,0.057,964.6,http://bit.ly/2Q2PngD
OGLE-2017-BLG-0173L_System,http://bit.ly/2Iz4jPB,OGLE-2017-BLG-0173L,7.96E+29,0,0,http://bit.ly/336nzNZ,OGLE-2017-BLG-0173L_b,1.95E+25,0,5.85E+08,0,0,http://bit.ly/2Q2PngD
MOA-2011-BLG-322L_System,http://bit.ly/2Iz4jPB,MOA-2011-BLG-322L,7.76E+29,0,0,http://bit.ly/336nzNZ,MOA-2011-BLG-322L_b,2.20E+28,0,6.43E+08,0,0,http://bit.ly/2Q2PngD
WASP-3_System,http://bit.ly/2Iz4jPB,WASP-3,3.22E+30,1001808,6400,http://bit.ly/336nzNZ,WASP-3_b,4.61E+27,101518.64,0,0,1.84683,http://bit.ly/2Q2PngD
HAT-P-52_System,http://bit.ly/2Iz4jPB,HAT-P-52,1.77E+30,619173,5131,http://bit.ly/336nzNZ,HAT-P-52_b,1.55E+27,72135.428,5526145.355,0.047,2.7535953,http://bit.ly/2Q2PngD
K2-38_System,http://bit.ly/2Iz4jPB,K2-38,4.46E+30,960066,5757,http://bit.ly/336nzNZ,K2-38_b,1.14E+26,12153.64,0,0,4.01593,http://bit.ly/2Q2PngD
K2-38_System,http://bit.ly/2Iz4jPB,K2-38,4.46E+30,960066,5757,http://bit.ly/336nzNZ,K2-38_c,5.91E+25,15442.272,1.44E+07,0,10.56103,http://bit.ly/2Q2PngD
DS_Tuc_A_System,http://bit.ly/2Iz4jPB,DS_Tuc_A,2.01E+30,667872,5428,http://bit.ly/336nzNZ,DS_Tuc_A_b,0,36389.428,0,0,8.138268,http://bit.ly/2Q2PngD
Kepler-1417_System,http://bit.ly/2Iz4jPB,Kepler-1417,2.03E+30,709614,5839,http://bit.ly/336nzNZ,Kepler-1417_b,0,6362.788,0,0,20.3505213,http://bit.ly/2Q2PngD
Kepler-1406_System,http://bit.ly/2Iz4jPB,Kepler-1406,2.09E+30,779184,5892,http://bit.ly/336nzNZ,Kepler-1406_b,0,7006.216,0,0,11.62905828,http://bit.ly/2Q2PngD
Kepler-1548_System,http://bit.ly/2Iz4jPB,Kepler-1548,1.97E+30,674829,5706,http://bit.ly/336nzNZ,Kepler-1548_b,0,16872.112,0,0,124.828679,http://bit.ly/2Q2PngD
K2-213_System,http://bit.ly/2Iz4jPB,K2-213,2.13E+30,834840,5794,http://bit.ly/336nzNZ,K2-213_b,0,9651.42,0,0,8.13087,http://bit.ly/2Q2PngD
WASP-44_System,http://bit.ly/2Iz4jPB,WASP-44,1.87E+30,633087,5420,http://bit.ly/336nzNZ,WASP-44_b,1.65E+27,78641.2,5165614.486,0,2.423804,http://bit.ly/2Q2PngD
Kepler-1254_System,http://bit.ly/2Iz4jPB,Kepler-1254,1.55E+30,521775,4985,http://bit.ly/336nzNZ,Kepler-1254_b,0,9865.896,0,0,9.99113313,http://bit.ly/2Q2PngD
Kepler-1254_System,http://bit.ly/2Iz4jPB,Kepler-1254,1.55E+30,521775,4985,http://bit.ly/336nzNZ,Kepler-1254_c,0,8293.072,0,0,3.60084276,http://bit.ly/2Q2PngD
Kepler-1254_System,http://bit.ly/2Iz4jPB,Kepler-1254,1.55E+30,521775,4985,http://bit.ly/336nzNZ,Kepler-1254_d,0,8364.564,0,0,5.72717226,http://bit.ly/2Q2PngD
Kepler-1216_System,http://bit.ly/2Iz4jPB,Kepler-1216,1.97E+30,681786,5743,http://bit.ly/336nzNZ,Kepler-1216_b,0,8865.008,0,0,4.37034536,http://bit.ly/2Q2PngD
K2-87_System,http://bit.ly/2Iz4jPB,K2-87,2.31E+30,973980,5747,http://bit.ly/336nzNZ,K2-87_b,0,48471.576,1.41E+07,0,9.726618,http://bit.ly/2Q2PngD
Kepler-1123_System,http://bit.ly/2Iz4jPB,Kepler-1123,1.85E+30,626130,5500,http://bit.ly/336nzNZ,Kepler-1123_b,0,10652.308,0,0,4.33946454,http://bit.ly/2Q2PngD
HD_111232_System,http://bit.ly/2Iz4jPB,HD_111232,1.67E+30,626130,5512,http://bit.ly/336nzNZ,HD_111232_b,1.36E+28,0,2.95E+08,0.2,1143,http://bit.ly/2Q2PngD
HD_82886_System,http://bit.ly/2Iz4jPB,HD_82886,5.03E+30,3659382,4953,http://bit.ly/336nzNZ,HD_82886_b,4.42E+27,0,2.36E+08,0.07,705,http://bit.ly/2Q2PngD
HD_1666_System,http://bit.ly/2Iz4jPB,HD_1666,2.98E+30,1342701,6317,http://bit.ly/336nzNZ,HD_1666_b,1.22E+28,0,1.41E+08,0.63,270,http://bit.ly/2Q2PngD
Kepler-1298_System,http://bit.ly/2Iz4jPB,Kepler-1298,2.88E+30,1391400,6339,http://bit.ly/336nzNZ,Kepler-1298_b,0,8364.564,0,0,7.12811928,http://bit.ly/2Q2PngD
Kepler-922_System,http://bit.ly/2Iz4jPB,Kepler-922,1.89E+30,647001,5671,http://bit.ly/336nzNZ,Kepler-922_b,0,9079.484,0,0,0.93846683,http://bit.ly/2Q2PngD
Kepler-306_System,http://bit.ly/2Iz4jPB,Kepler-306,0,500904,4954,http://bit.ly/336nzNZ,Kepler-306_b,0,9722.912,7479893.55,0,4.646186,http://bit.ly/2Q2PngD
Kepler-306_System,http://bit.ly/2Iz4jPB,Kepler-306,0,500904,4954,http://bit.ly/336nzNZ,Kepler-306_c,0,15013.32,1.00E+07,0,7.240193,http://bit.ly/2Q2PngD
Kepler-306_System,http://bit.ly/2Iz4jPB,Kepler-306,0,500904,4954,http://bit.ly/336nzNZ,Kepler-306_d,0,15728.24,1.80E+07,0,17.326644,http://bit.ly/2Q2PngD
Kepler-306_System,http://bit.ly/2Iz4jPB,Kepler-306,0,500904,4954,http://bit.ly/336nzNZ,Kepler-306_e,0,14512.876,3.40E+07,0,44.840975,http://bit.ly/2Q2PngD
V0391_Peg_System,http://bit.ly/2Iz4jPB,V0391_Peg,9.94E+29,160011,29300,http://bit.ly/336nzNZ,V0391_Peg_b,6.07E+27,0,2.54E+08,0,1170,http://bit.ly/2Q2PngD
Kepler-792_System,http://bit.ly/2Iz4jPB,Kepler-792,2.17E+30,779184,5971,http://bit.ly/336nzNZ,Kepler-792_b,0,12511.1,0,0,11.30119217,http://bit.ly/2Q2PngD
HAT-P-14_System,http://bit.ly/2Iz4jPB,HAT-P-14,5.27E+30,1266174,6600,http://bit.ly/336nzNZ,HAT-P-14_b,6.53E+27,101518.64,0,0.11,4.62767,http://bit.ly/2Q2PngD
Kepler-317_System,http://bit.ly/2Iz4jPB,Kepler-317,0,653958,5497,http://bit.ly/336nzNZ,Kepler-317_b,0,13297.512,9125470.131,0,5.524242,http://bit.ly/2Q2PngD
Kepler-317_System,http://bit.ly/2Iz4jPB,Kepler-317,0,653958,5497,http://bit.ly/336nzNZ,Kepler-317_c,0,10938.276,1.24E+07,0,8.77501,http://bit.ly/2Q2PngD
HD_41004_B_System,http://bit.ly/2Iz4jPB,HD_41004_B,7.96E+29,0,0,http://bit.ly/336nzNZ,HD_41004_B_b,3.49E+28,0,0,0.081,1.3283,http://bit.ly/2Q2PngD
Kepler-154_System,http://bit.ly/2Iz4jPB,Kepler-154,0,695700,5690,http://bit.ly/336nzNZ,Kepler-154_b,0,14441.384,2.96E+07,0,33.040532,http://bit.ly/2Q2PngD
Kepler-154_System,http://bit.ly/2Iz4jPB,Kepler-154,0,695700,5690,http://bit.ly/336nzNZ,Kepler-154_c,0,18802.396,4.53E+07,0,62.303276,http://bit.ly/2Q2PngD
Kepler-154_System,http://bit.ly/2Iz4jPB,Kepler-154,0,695700,5690,http://bit.ly/336nzNZ,Kepler-154_d,0,24521.756,0,0,20.54981883,http://bit.ly/2Q2PngD
Kepler-154_System,http://bit.ly/2Iz4jPB,Kepler-154,0,695700,5690,http://bit.ly/336nzNZ,Kepler-154_e,0,9579.928,0,0,3.93276465,http://bit.ly/2Q2PngD
Kepler-154_System,http://bit.ly/2Iz4jPB,Kepler-154,0,695700,5690,http://bit.ly/336nzNZ,Kepler-154_f,0,9579.928,0,0,9.91935684,http://bit.ly/2Q2PngD
Kepler-165_System,http://bit.ly/2Iz4jPB,Kepler-165,0,535689,5211,http://bit.ly/336nzNZ,Kepler-165_b,0,14798.844,1.08E+07,0,8.180848,http://bit.ly/2Q2PngD
Kepler-165_System,http://bit.ly/2Iz4jPB,Kepler-165,0,535689,5211,http://bit.ly/336nzNZ,Kepler-165_c,0,14226.908,1.65E+07,0,15.31299,http://bit.ly/2Q2PngD
HATS-28_System,http://bit.ly/2Iz4jPB,HATS-28,1.85E+30,640044,5498,http://bit.ly/336nzNZ,HATS-28_b,1.28E+27,85361.448,6179888.051,0.202,3.1810781,http://bit.ly/2Q2PngD
HATS-17_System,http://bit.ly/2Iz4jPB,HATS-17,2.25E+30,758313,5846,http://bit.ly/336nzNZ,HATS-17_b,2.54E+27,55549.284,1.96E+07,0.029,16.254611,http://bit.ly/2Q2PngD
ROXs_12_System,http://bit.ly/2Iz4jPB,ROXs_12,1.73E+30,0,3850,http://bit.ly/336nzNZ,ROXs_12_b,3.04E+28,0,3.14E+10,0,0,http://bit.ly/2Q2PngD
Kepler-198_System,http://bit.ly/2Iz4jPB,Kepler-198,0,653958,5574,http://bit.ly/336nzNZ,Kepler-198_b,0,18015.984,1.96E+07,0,17.790037,http://bit.ly/2Q2PngD
Kepler-198_System,http://bit.ly/2Iz4jPB,Kepler-198,0,653958,5574,http://bit.ly/336nzNZ,Kepler-198_c,0,15728.24,3.87E+07,0,49.567416,http://bit.ly/2Q2PngD
Kepler-198_System,http://bit.ly/2Iz4jPB,Kepler-198,0,653958,5574,http://bit.ly/336nzNZ,Kepler-198_d,0,9722.912,0,0,1.31184443,http://bit.ly/2Q2PngD
MOA-2012-BLG-505L_System,http://bit.ly/2Iz4jPB,MOA-2012-BLG-505L,1.99E+29,0,0,http://bit.ly/336nzNZ,MOA-2012-BLG-505L_b,4.00E+25,0,1.35E+08,0,0,http://bit.ly/2Q2PngD
Kepler-518_System,http://bit.ly/2Iz4jPB,Kepler-518,1.91E+30,612216,5842,http://bit.ly/336nzNZ,Kepler-518_b,0,13440.496,0,0,8.51203588,http://bit.ly/2Q2PngD
HD_113538_System,http://bit.ly/2Iz4jPB,HD_113538,1.15E+30,368721,4462,http://bit.ly/336nzNZ,HD_113538_b,6.83E+26,0,1.86E+08,0.14,663.2,http://bit.ly/2Q2PngD
HD_113538_System,http://bit.ly/2Iz4jPB,HD_113538,1.15E+30,368721,4462,http://bit.ly/336nzNZ,HD_113538_c,1.77E+27,0,3.65E+08,0.2,1818,http://bit.ly/2Q2PngD
HD_4208_System,http://bit.ly/2Iz4jPB,HD_4208,1.75E+30,591345,5717,http://bit.ly/336nzNZ,HD_4208_b,1.54E+27,0,2.49E+08,0.042,832.97,http://bit.ly/2Q2PngD
GJ_180_System,http://bit.ly/2Iz4jPB,GJ_180,8.55E+29,0,0,http://bit.ly/336nzNZ,GJ_180_b,3.88E+25,0,1.38E+07,0.07,17.133,http://bit.ly/2Q2PngD
GJ_180_System,http://bit.ly/2Iz4jPB,GJ_180,8.55E+29,0,0,http://bit.ly/336nzNZ,GJ_180_c,3.82E+25,0,1.93E+07,0.09,24.329,http://bit.ly/2Q2PngD
GJ_180_System,http://bit.ly/2Iz4jPB,GJ_180,8.55E+29,0,0,http://bit.ly/336nzNZ,GJ_180_d,4.52E+25,0,4.62E+07,0.14,106.3,http://bit.ly/2Q2PngD
HAT-P-9_System,http://bit.ly/2Iz4jPB,HAT-P-9,2.55E+30,932238,6350,http://bit.ly/336nzNZ,HAT-P-9_b,1.42E+27,99588.356,7909239.44,0.084,3.92281072,http://bit.ly/2Q2PngD
Kepler-1656_System,http://bit.ly/2Iz4jPB,Kepler-1656,2.05E+30,765270,5731,http://bit.ly/336nzNZ,Kepler-1656_b,2.90E+26,32028.416,2.95E+07,0.836,31.578659,http://bit.ly/2Q2PngD
K2-9_System,http://bit.ly/2Iz4jPB,K2-9,5.97E+29,215667,3390,http://bit.ly/336nzNZ,K2-9_b,0,14369.892,1.36E+07,0,18.4498,http://bit.ly/2Q2PngD
Kepler-27_System,http://bit.ly/2Iz4jPB,Kepler-27,1.29E+30,410463,5400,http://bit.ly/336nzNZ,Kepler-27_b,1.73E+28,25522.644,1.77E+07,0,15.3348,http://bit.ly/2Q2PngD
Kepler-27_System,http://bit.ly/2Iz4jPB,Kepler-27,1.29E+30,410463,5400,http://bit.ly/336nzNZ,Kepler-27_c,2.62E+28,31242.004,2.86E+07,0,31.3309,http://bit.ly/2Q2PngD
HD_240237_System,http://bit.ly/2Iz4jPB,HD_240237,1.74E+31,4.96E+07,3926,http://bit.ly/336nzNZ,HD_240237_b,3.02E+28,0,2.87E+08,0.4,745.70001,http://bit.ly/2Q2PngD
MOA-bin-1L_System,http://bit.ly/2Iz4jPB,MOA-bin-1L,1.49E+30,0,0,http://bit.ly/336nzNZ,MOA-bin-1L_b,7.02E+27,0,1.24E+09,0,0,http://bit.ly/2Q2PngD
Kepler-613_System,http://bit.ly/2Iz4jPB,Kepler-613,1.95E+30,667872,5723,http://bit.ly/336nzNZ,Kepler-613_b,0,14584.368,0,0,15.77979614,http://bit.ly/2Q2PngD
Kepler-1306_System,http://bit.ly/2Iz4jPB,Kepler-1306,1.95E+30,674829,5727,http://bit.ly/336nzNZ,Kepler-1306_b,0,12153.64,0,0,16.29595382,http://bit.ly/2Q2PngD
HAT-P-41_System,http://bit.ly/2Iz4jPB,HAT-P-41,5.09E+30,1426185,6390,http://bit.ly/336nzNZ,HAT-P-41_b,2.26E+27,146558.6,0,0,2.69405,http://bit.ly/2Q2PngD
Kepler-1210_System,http://bit.ly/2Iz4jPB,Kepler-1210,1.87E+30,640044,5568,http://bit.ly/336nzNZ,Kepler-1210_b,0,10866.784,0,0,8.07124073,http://bit.ly/2Q2PngD
Kepler-963_System,http://bit.ly/2Iz4jPB,Kepler-963,1.81E+30,605259,5461,http://bit.ly/336nzNZ,Kepler-963_b,0,16943.604,0,0,9.97683705,http://bit.ly/2Q2PngD
HATS-63_System,http://bit.ly/2Iz4jPB,HATS-63,1.85E+30,744399,5627,http://bit.ly/336nzNZ,HATS-63_b,1.82E+27,86290.844,6022810.286,0.136,3.0566527,http://bit.ly/2Q2PngD
